Age,PAtt,RuAtt,Cmp,Ctch%,DK Pt,Date,Day,FD Pt,Fant Pt,Fmb,G#,H/A,Int,Lg,Name,Number of Records,Opp,Rec,Result,Rk,ReTd,PTd,RuTD,Tgt,Tm,Week,RuY/A,ReY/R,ReY/Tgt,ReYds,PYds,RuYds
31-045,0,0,0,1,4.3,10/12/14,Sun,3.3,2.3,0,6,,0,NFL,Nate Washington\WashNa00,1,JAX,2,W 16-14,5664,0,0,0,2,TEN,6,,11.5,11.5,23,0,0
24-239,0,0,0,0.667,4.3,10/26/14,Sun,3.3,2.3,0,8,@,0,NFL,Griff Whalen\WhalGr00,1,PIT,2,L 34-51,5665,0,0,0,3,IND,8,,11.5,7.67,23,0,0
24-332,0,0,0,0.5,5.3,11/27/16,Sun,3.8,2.3,0,11,@,0,NFL,James Wright\WrigJa03,1,BAL,3,L 14-19,5666,0,0,0,6,CIN,12,,7.67,3.83,23,0,0
25-033,0,0,0,1,5.3,12/28/14,Sun,3.8,2.3,0,16,,0,NFL,Jarius Wright\WrigJa02,1,CHI,3,W 13-9,5667,0,0,0,3,MIN,17,,7.67,7.67,23,0,0
23-201,0,0,0,0.5,4.2,12/11/16,Sun,3.2,2.2,0,13,,0,NFL,Nelson Agholor\AghoNe00,1,WAS,2,L 22-27,5668,0,0,0,4,PHI,14,,11,5.5,22,0,0
27-216,0,0,0,0.667,4.2,1/1/17,Sun,3.2,2.2,0,16,@,0,NFL,Kamar Aiken\AikeKa00,1,CIN,2,L 10-27,5669,0,0,0,3,BAL,17,,11,7.33,22,0,0
25-121,0,0,0,1,3.2,9/28/14,Sun,2.7,2.2,0,4,,0,NFL,Kamar Aiken\AikeKa00,1,CAR,1,W 38-10,5670,0,0,0,1,BAL,4,,22,22,22,0,0
29-182,0,0,0,0.667,4.2,12/29/13,Sun,3.2,2.2,0,16,,0,NFL,Miles Austin\AustMi00,1,PHI,2,L 22-24,5671,0,0,0,3,DAL,17,,11,7.33,22,0,0
29-084,0,0,0,0.4,4.2,9/22/13,Sun,3.2,2.2,0,3,,0,NFL,Miles Austin\AustMi00,1,STL,2,W 31-7,5672,0,0,0,5,DAL,3,,11,4.4,22,0,0
31-076,0,0,0,0.667,4.2,9/14/15,Mon,3.2,2.2,0,1,@,0,NFL,Miles Austin\AustMi00,1,ATL,2,L 24-26,5673,0,0,0,3,PHI,1,,11,7.33,22,0,0
23-271,0,1,0,0.5,4.2,12/11/14,Thu,3.2,2.2,1,14,,0,NFL,Tavon Austin\AustTa00,1,ARI,2,L 6-12,5674,0,0,0,4,STL,15,8,7,3.5,14,0,8
24-040,0,0,0,0.4,4.2,12/21/14,Sun,3.2,2.2,0,15,,0,NFL,Stedman Bailey\BailSt01,1,NYG,2,L 27-37,5675,0,0,0,5,STL,16,,11,4.4,22,0,0
25-311,0,0,0,0.5,5.2,11/5/15,Thu,3.7,2.2,0,9,@,0,NFL,Travis Benjamin\BenjTr00,1,CIN,3,L 10-31,5676,0,0,0,6,CLE,9,,7.33,3.67,22,0,0
23-260,0,0,0,1,3.2,9/15/13,Sun,2.7,2.2,0,2,@,0,NFL,Travis Benjamin\BenjTr00,1,BAL,1,L 6-14,5677,0,0,0,1,CLE,2,,22,22,22,0,0
35-071,0,0,0,0.667,4.2,12/13/15,Sun,3.2,2.2,0,13,@,0,NFL,Anquan Boldin\BoldAn00,1,CLE,2,L 10-24,5678,0,0,0,3,SFO,14,,11,7.33,22,0,0
31-090,0,0,0,0.667,4.2,12/20/15,Sun,3.2,2.2,0,14,@,0,NFL,Dwayne Bowe\BoweDw00,1,SEA,2,L 13-30,5679,0,0,0,3,CLE,15,,11,7.33,22,0,0
23-005,0,1,0,0.667,4.2,12/21/14,Sun,3.2,2.2,0,15,,0,NFL,Corey Brown\BrowPh00,1,CLE,2,W 17-13,5680,0,0,0,3,CAR,16,0,11,7.33,22,0,0
24-252,0,0,0,0.333,4.2,12/11/14,Thu,3.2,2.2,0,14,@,0,NFL,John Brown\BrowJo02,1,STL,2,W 12-6,5681,0,0,0,6,ARI,15,,11,3.67,22,0,0
24-187,0,0,0,0.6,5.2,10/26/15,Mon,3.7,2.2,0,7,@,0,NFL,Marlon Brown\BrowMa00,1,ARI,3,L 18-26,5682,0,0,0,5,BAL,7,,7.33,4.4,22,0,0
22-181,0,0,0,1,6.2,10/20/13,Sun,4.2,2.2,0,7,@,0,NFL,Marlon Brown\BrowMa00,1,PIT,4,L 16-19,5683,0,0,0,4,BAL,7,,5.5,5.5,22,0,0
25-246,0,0,0,0.75,5.2,9/28/14,Sun,3.7,2.2,0,4,,0,NFL,Vincent Brown\BrowVi00,1,MIA,3,L 14-38,5684,0,0,0,4,OAK,4,,7.33,5.5,22,0,0
26-322,0,0,0,0.5,3.2,12/13/15,Sun,2.7,2.2,0,13,@,0,NFL,Vincent Brown\BrowVi00,1,KAN,1,L 3-10,5685,0,0,0,2,SDG,14,,22,11,22,0,0
24-308,0,0,0,0.5,6.2,9/8/13,Sun,4.2,2.2,0,1,,0,NFL,Dez Bryant\BryaDe01,1,NYG,4,W 36-31,5686,0,0,0,8,DAL,1,,5.5,2.75,22,0,0
32-163,0,0,0,0.6,5.2,11/15/15,Sun,3.7,2.2,0,10,@,0,NFL,Marques Colston\ColsMa00,1,WAS,3,L 14-47,5687,0,0,0,5,NOR,10,,7.33,4.4,22,0,0
23-070,0,0,0,0.667,4.2,1/3/16,Sun,3.2,2.2,0,16,,0,NFL,Chris Conley\ConlCh00,1,OAK,2,W 23-17,5688,0,0,0,3,KAN,17,,11,7.33,22,0,0
22-100,0,0,0,0.833,7.2,1/3/16,Sun,4.7,2.2,0,16,@,0,NFL,Brandin Cooks\CookBr00,1,ATL,5,W 20-17,5689,0,0,0,6,NOR,17,,4.4,3.67,22,0,0
22-162,0,0,0,0.571,6.2,11/27/16,Sun,4.2,2.2,0,11,,0,NFL,Amari Cooper\CoopAm00,1,CAR,4,W 35-32,5690,0,0,0,7,OAK,12,,5.5,3.14,22,0,0
21-279,0,0,0,1,5.2,12/11/16,Sun,3.7,2.2,0,13,,0,NFL,Pharoh Cooper\CoopPh00,1,ATL,3,L 14-42,5691,0,0,0,3,LAR,14,,7.33,7.33,22,0,0
28-102,0,0,0,0.5,4.2,12/20/15,Sun,3.2,2.2,0,14,,0,NFL,Riley Cooper\CoopRi00,1,ARI,2,L 17-40,5692,0,0,0,4,PHI,15,,11,5.5,22,0,0
30-155,0,0,0,0.4,4.2,11/18/12,Sun,3.2,2.2,0,10,,0,NFL,Jerricho Cotchery\CotcJe00,1,BAL,2,L 10-13,5693,0,0,0,5,PIT,11,,11,4.4,22,0,0
30-149,0,0,0,0.25,3.2,11/12/12,Mon,2.7,2.2,0,9,,0,NFL,Jerricho Cotchery\CotcJe00,1,KAN,1,W 16-13,5694,0,0,0,4,PIT,10,,22,5.5,22,0,0
27-328,0,0,0,0.5,5.2,10/5/14,Sun,3.7,2.2,0,5,,0,NFL,Victor Cruz\CruzVi00,1,ATL,3,W 30-20,5695,0,0,0,6,NYG,5,,7.33,3.67,22,0,0
23-175,0,0,0,0.5,4.2,11/22/15,Sun,3.2,2.2,0,10,@,0,NFL,Quincy Enunwa\EnunQu00,1,HOU,2,L 17-24,5696,0,0,0,4,NYJ,11,,11,5.5,22,0,0
31-008,0,0,0,0.25,3.2,9/8/14,Mon,2.7,2.2,0,1,,0,NFL,Larry Fitzgerald\FitzLa00,1,SDG,1,W 18-17,5697,0,0,0,4,ARI,1,,22,5.5,22,0,0
29-107,0,0,0,0.8,6.2,12/16/12,Sun,4.2,2.2,0,14,,0,NFL,Larry Fitzgerald\FitzLa00,1,DET,4,W 38-10,5698,0,0,0,5,ARI,15,,5.5,4.4,22,0,0
23-005,0,0,0,0.2,4.2,12/2/12,Sun,3.2,2.2,0,12,@,0,NFL,Michael Floyd\FloyMi00,1,NYJ,2,L 6-7,5699,0,0,0,10,ARI,13,,11,2.2,22,0,0
23-292,0,0,0,0.429,5.2,9/15/13,Sun,3.7,2.2,0,2,,0,NFL,Michael Floyd\FloyMi00,1,DET,3,W 25-21,5700,0,0,0,7,ARI,2,,7.33,3.14,22,0,0
26-124,0,1,0,0.6,5.2,11/28/13,Thu,3.7,2.2,0,12,@,0,NFL,Jacoby Ford\FordJa01,1,DAL,3,L 24-31,5701,0,0,0,5,OAK,13,3,6.33,3.8,19,0,3
24-151,0,0,0,0.5,4.2,11/8/15,Sun,3.2,2.2,0,8,@,0,NFL,Bennie Fowler\FowlBe00,1,IND,2,L 24-27,5702,0,0,0,4,DEN,9,,11,5.5,22,0,0
22-239,0,0,0,0.5,4.2,12/11/16,Sun,3.2,2.2,0,13,@,0,NFL,Will Fuller\FullWi01,1,IND,2,W 22-17,5703,0,0,0,4,HOU,14,,11,5.5,22,0,0
30-076,0,0,0,0.4,4.2,10/23/16,Sun,3.2,2.2,0,7,@,0,NFL,Pierre Garcon\GarcPi00,1,DET,2,L 17-20,5704,0,0,0,5,WAS,7,,11,4.4,22,0,0
26-158,0,1,0,0.5,3.2,11/18/12,Sun,2.7,2.2,0,10,@,0,NFL,Clyde Gates\GateCl00,1,STL,1,W 27-13,5705,0,0,0,2,NYJ,11,12,10,5,10,0,12
23-010,0,0,0,0.25,3.2,12/16/12,Sun,2.7,2.2,0,14,,0,NFL,Chris Givens\GiveCh00,1,MIN,1,L 22-36,5706,0,0,0,4,STL,15,,22,5.5,22,0,0
28-157,0,0,0,0.5,3.2,12/24/16,Sat,2.7,2.2,0,15,@,0,NFL,Brittan Golden\GoldBr00,1,SEA,1,W 34-31,5707,0,0,0,2,ARI,16,,22,11,22,0,0
25-332,0,0,0,0.5,4.2,10/16/16,Sun,3.2,2.2,0,6,,0,NFL,Marquise Goodwin\GoodMa00,1,SFO,2,W 45-16,5708,0,0,0,4,BUF,6,,11,5.5,22,0,0
23-040,0,0,0,1,3.2,12/29/13,Sun,2.7,2.2,0,16,@,0,NFL,Marquise Goodwin\GoodMa00,1,NWE,1,L 20-34,5709,0,0,0,1,BUF,17,,22,22,22,0,0
24-303,0,0,0,0.5,4.2,10/18/15,Sun,3.2,2.2,0,6,@,0,NFL,Ryan Grant\GranRy01,1,NYJ,2,L 20-34,5710,0,0,0,4,WAS,6,,11,5.5,22,0,0
24-202,0,0,0,0.5,3.2,9/7/14,Sun,2.7,2.2,0,1,,0,NFL,Frankie Hammond\HammFr00,1,TEN,1,L 10-26,5711,0,0,0,2,KAN,1,,22,11,22,0,0
28-337,0,0,0,1,5.2,10/25/15,Sun,3.7,2.2,0,7,@,0,NFL,Brian Hartline\HartBr00,1,STL,3,L 6-24,5712,0,0,0,3,CLE,7,,7.33,7.33,22,0,0
22-342,0,0,0,0.4,4.2,10/21/12,Sun,3.2,2.2,0,6,,0,NFL,T.Y. Hilton\HiltT.00,1,CLE,2,W 17-13,5713,0,0,0,5,IND,7,,11,4.4,22,0,0
28-061,0,0,0,0.2,3.2,12/24/16,Sat,2.7,2.2,0,15,,0,NFL,Chris Hogan\HogaCh00,1,NYJ,1,W 41-3,5714,0,0,0,5,NWE,16,,22,4.4,22,0,0
25-058,0,1,0,0.5,3.2,12/11/16,Sun,2.7,2.2,0,13,,0,NFL,Josh Huff\HuffJo00,1,NOR,1,W 16-11,5715,0,0,0,2,TAM,14,5,17,8.5,17,0,5
25-198,0,0,0,0.25,3.2,12/4/16,Sun,2.7,2.2,0,12,@,0,NFL,Justin Hunter\HuntJu00,1,OAK,1,L 24-38,5716,0,0,0,4,BUF,13,,22,5.5,22,0,0
24-055,0,0,0,1,3.2,11/24/13,Sun,2.7,2.2,0,11,,0,NFL,A.J. Jenkins\JenkA.00,1,SDG,1,L 38-41,5717,0,0,0,1,KAN,12,,22,22,22,0,0
34-141,0,0,0,0.333,3.2,11/29/15,Sun,2.7,2.2,0,11,,0,NFL,Andre Johnson\JohnAn02,1,TAM,1,W 25-12,5718,0,0,0,3,IND,12,,22,7.33,22,0,0
25-227,0,0,0,0.667,4.2,10/12/14,Sun,3.2,2.2,0,6,,0,NFL,Charles Johnson\JohnCh08,1,DET,2,L 3-17,5719,0,0,0,3,MIN,6,,11,7.33,22,0,0
29-129,0,1,0,1,4.2,11/17/13,Sun,3.2,2.2,0,10,@,0,NFL,Jacoby Jones\JoneJa03,1,CHI,2,L 20-23,5720,0,0,0,2,BAL,11,4,9,9,18,0,4
23-155,0,0,0,1,4.2,12/21/15,Mon,3.2,2.2,0,14,@,0,NFL,T.J. Jones\JoneT.00,1,NOR,2,W 35-27,5721,0,0,0,2,DET,15,,11,11,22,0,0
27-000,0,0,0,0.667,4.2,11/8/15,Sun,3.2,2.2,0,8,,0,NFL,Jeremy Kerley\KerlJe00,1,JAX,2,W 28-23,5722,0,0,0,3,NYJ,9,,11,7.33,22,0,0
27-364,0,0,0,0.5,5.2,11/6/16,Sun,3.7,2.2,0,8,,0,NFL,Jeremy Kerley\KerlJe00,1,NOR,3,L 23-41,5723,0,0,0,6,SFO,9,,7.33,3.67,22,0,0
30-037,0,0,0,0.5,5.2,12/11/16,Sun,3.7,2.2,0,13,@,0,NFL,Brandon LaFell\LaFeBr00,1,CLE,3,W 23-10,5724,0,0,0,6,CIN,14,,7.33,3.67,22,0,0
27-034,0,0,0,0.5,4.2,12/8/13,Sun,3.2,2.2,0,13,@,0,NFL,Brandon LaFell\LaFeBr00,1,NOR,2,L 13-31,5725,0,0,0,4,CAR,14,,11,5.5,22,0,0
24-291,0,0,0,0.5,4.2,9/11/16,Sun,3.2,2.2,0,1,,0,NFL,Marqise Lee\LeexMa00,1,GNB,2,L 23-27,5726,0,0,0,4,JAX,1,,11,5.5,22,0,0
28-158,0,0,0,1,4.2,10/26/14,Sun,3.2,2.2,0,7,@,0,NFL,Ricardo Lockette\LockRi00,1,CAR,2,W 13-9,5727,0,0,0,2,SEA,8,,11,11,22,0,0
22-284,0,0,0,1,4.2,1/1/17,Sun,3.2,2.2,0,16,@,0,NFL,Ricardo Louis\LouiRi00,1,PIT,2,L 24-27,5728,0,0,0,2,CLE,17,,11,11,22,0,0
32-013,0,0,0,0.5,3.2,9/13/15,Sun,2.7,2.2,0,1,@,0,NFL,Lance Moore\MoorLa00,1,SDG,1,L 28-33,5729,0,0,0,2,DET,1,,22,11,22,0,0
30-082,0,0,0,1,4.2,11/21/13,Thu,3.2,2.2,0,11,@,0,NFL,Lance Moore\MoorLa00,1,ATL,2,W 17-13,5730,0,0,0,2,NOR,12,,11,11,22,0,0
27-095,0,0,0,0.667,4.2,9/23/12,Sun,3.2,2.2,0,3,,0,NFL,Josh Morgan\MorgJo00,1,CIN,2,L 31-38,5731,0,0,0,3,WAS,3,,11,7.33,22,0,0
29-191,0,1,0,0.5,3.2,12/28/14,Sun,2.7,2.2,0,16,@,0,NFL,Josh Morgan\MorgJo00,1,MIN,1,L 9-13,5732,0,0,0,2,CHI,17,9,13,6.5,13,0,9
25-075,0,0,0,1,4.2,12/7/14,Sun,3.2,2.2,0,13,@,0,NFL,Kevin Norwood\NorwKe00,1,PHI,2,W 24-14,5733,0,0,0,2,SEA,14,,11,11,22,0,0
24-077,0,0,0,0.4,4.2,1/1/17,Sun,3.2,2.2,0,16,,0,NFL,Charone Peake\PeakCh00,1,BUF,2,W 30-10,5734,0,0,0,5,NYJ,17,,11,4.4,22,0,0
24-146,0,0,0,1,4.2,9/30/12,Sun,3.2,2.2,0,4,,0,NFL,Austin Pettis\PettAu00,1,SEA,2,W 19-13,5735,0,0,0,2,STL,4,,11,11,22,0,0
24-314,0,0,0,0.8,6.2,10/2/16,Sun,4.2,2.2,0,4,@,0,NFL,Walt Powell\PoweWa00,1,NWE,4,W 16-0,5736,0,0,0,5,BUF,4,,5.5,4.4,22,0,0
24-213,0,0,0,0.333,4.2,12/6/15,Sun,3.2,2.2,0,12,,0,NFL,Rueben Randle\RandRu00,1,NYJ,2,L 20-23,5737,0,0,0,6,NYG,13,,11,3.67,22,0,0
26-241,0,0,0,0.333,3.2,9/7/14,Sun,2.7,2.2,0,1,@,0,NFL,Andre Roberts\RobeAn00,1,HOU,1,L 6-17,5738,0,0,0,3,WAS,1,,22,7.33,22,0,0
24-342,0,0,0,0.6,5.2,12/16/12,Sun,3.7,2.2,0,14,,0,NFL,Andre Roberts\RobeAn00,1,DET,3,W 38-10,5739,0,0,0,5,ARI,15,,7.33,4.4,22,0,0
25-230,0,0,0,0.667,4.2,10/9/16,Sun,3.2,2.2,0,5,,0,NFL,Seth Roberts\RobeSe00,1,SDG,2,W 34-31,5740,0,0,0,3,OAK,5,,11,7.33,22,0,0
25-205,0,0,0,0.429,5.2,10/7/12,Sun,3.7,2.2,0,4,,0,NFL,Emmanuel Sanders\SandEm00,1,PHI,3,W 16-14,5741,0,0,0,7,PIT,5,,7.33,3.14,22,0,0
28-230,0,0,0,0.4,4.2,11/1/15,Sun,3.2,2.2,0,7,,0,NFL,Emmanuel Sanders\SandEm00,1,GNB,2,W 29-10,5742,0,0,0,5,DEN,8,,11,4.4,22,0,0
27-041,0,0,0,0.667,4.2,10/2/16,Sun,3.2,2.2,0,4,,0,NFL,Mohamed Sanu\SanuMo00,1,CAR,2,W 48-33,5743,0,0,0,3,ATL,4,,11,7.33,22,0,0
22-291,0,1,0,0,2.2,11/27/16,Sun,2.2,2.2,0,11,@,0,NFL,Sterling Shepard\ShepSt00,1,CLE,0,W 27-13,5744,0,0,0,0,NYG,12,22,,,0,0,22
25-330,0,0,0,0.4,4.2,11/17/13,Sun,3.2,2.2,0,10,,0,NFL,Cecil Shorts\ShorCe00,1,ARI,2,L 14-27,5745,0,0,0,5,JAX,11,,11,4.4,22,0,0
21-213,0,0,0,0.667,4.2,11/21/13,Thu,3.2,2.2,0,11,@,0,NFL,Kenny Stills\StilKe00,1,ATL,2,W 17-13,5746,0,0,0,3,NOR,12,,11,7.33,22,0,0
21-230,0,0,0,1,4.2,12/8/13,Sun,3.2,2.2,0,13,,0,NFL,Kenny Stills\StilKe00,1,CAR,2,W 31-13,5747,0,0,0,2,NOR,14,,11,11,22,0,0
24-227,0,0,0,1,4.2,9/23/12,Sun,3.2,2.2,0,3,,0,NFL,Rod Streater\StreRo00,1,PIT,2,W 34-31,5748,0,0,0,2,OAK,3,,11,11,22,0,0
27-084,0,0,0,0.667,4.2,12/28/14,Sun,3.2,2.2,0,16,@,0,NFL,Brandon Tate\TateBr00,1,PIT,2,L 17-27,5749,0,0,0,3,CIN,17,,11,7.33,22,0,0
27-052,0,0,0,0.4,4.2,9/22/13,Sun,3.2,2.2,0,3,,0,NFL,Mike Wallace\WallMi00,1,ATL,2,W 27-23,5750,0,0,0,5,MIA,3,,11,4.4,22,0,0
29-106,0,0,0,0.5,3.2,11/15/15,Sun,2.7,2.2,0,9,@,0,NFL,Mike Wallace\WallMi00,1,OAK,1,W 30-14,5751,0,0,0,2,MIN,10,,22,11,22,0,0
29-155,0,0,0,0.333,3.2,1/3/16,Sun,2.7,2.2,0,16,@,0,NFL,Mike Wallace\WallMi00,1,GNB,1,W 20-13,5752,0,0,0,3,MIN,17,,22,7.33,22,0,0
26-321,0,0,0,0.4,4.2,9/21/14,Sun,3.2,2.2,0,3,,0,NFL,Bryan Walters\WaltBr00,1,DEN,2,W 26-20,5753,0,0,0,5,SEA,3,,11,4.4,22,0,0
25-140,0,0,0,0.4,4.2,10/13/13,Sun,3.2,2.2,0,6,@,0,NFL,Damian Williams\WillDa04,1,SEA,2,L 13-20,5754,0,0,0,5,TEN,6,,11,4.4,22,0,0
23-147,0,1,0,0.333,3.2,12/6/15,Sun,2.7,2.2,0,12,@,0,NFL,Albert Wilson\WilsAl02,1,OAK,1,W 34-20,5755,0,0,0,3,KAN,13,5,17,5.67,17,0,5
22-248,0,0,0,0.4,4.2,12/14/14,Sun,3.2,2.2,0,14,,0,NFL,Robert Woods\WoodRo02,1,GNB,2,W 21-13,5756,0,0,0,5,BUF,15,,11,4.4,22,0,0
24-325,0,0,0,0.667,4.2,11/20/16,Sun,3.2,2.2,0,10,,0,NFL,James Wright\WrigJa03,1,BUF,2,L 12-16,5757,0,0,0,3,CIN,11,,11,7.33,22,0,0
24-040,0,0,0,0.571,6.2,12/22/13,Sun,4.2,2.2,0,15,@,0,NFL,Kendall Wright\WrigKe01,1,JAX,4,W 20-16,5758,0,0,0,7,TEN,16,,5.5,3.14,22,0,0
23-124,0,0,0,1,5.1,9/25/16,Sun,3.6,2.1,0,3,,0,NFL,Nelson Agholor\AghoNe00,1,PIT,3,W 34-3,5759,0,0,0,3,PHI,3,,7,7,21,0,0
23-246,0,2,0,0.5,4.1,11/16/14,Sun,3.1,2.1,0,10,,0,NFL,Tavon Austin\AustTa00,1,DEN,2,W 22-7,5760,0,0,0,4,STL,11,5.5,5,2.5,10,0,11
23-183,0,2,0,0,2.1,9/14/14,Sun,2.1,2.1,0,2,@,0,NFL,Tavon Austin\AustTa00,1,TAM,0,W 19-17,5761,0,0,0,1,STL,2,10.5,,0,0,0,21
29-177,0,0,0,0.5,4.1,10/14/12,Sun,3.1,2.1,0,6,,0,NFL,Jason Avant\AvanJa00,1,DET,2,L 23-26,5762,0,0,0,4,PHI,6,,10.5,5.25,21,0,0
30-176,0,0,0,0.667,6.1,10/13/13,Sun,4.1,2.1,0,6,@,0,NFL,Jason Avant\AvanJa00,1,TAM,4,W 31-20,5763,0,0,0,6,PHI,6,,5.25,3.5,21,0,0
25-215,0,0,0,0.571,7.1,11/27/14,Thu,4.1,2.1,1,12,,0,NFL,Cole Beasley\BeasCo00,1,PHI,4,L 10-33,5764,0,0,0,7,DAL,13,,10.25,5.86,41,0,0
24-149,0,0,0,1,3.1,10/5/14,Sun,2.6,2.1,0,5,,0,NFL,Brenton Bersin\BersBr00,1,CHI,1,W 31-24,5765,0,0,0,1,CAR,5,,21,21,21,0,0
33-003,0,0,0,0.333,4.1,10/6/13,Sun,3.1,2.1,0,5,,0,NFL,Anquan Boldin\BoldAn00,1,HOU,2,W 34-3,5766,0,0,0,6,SFO,5,,10.5,3.5,21,0,0
24-102,0,0,0,0.4,4.1,12/30/12,Sun,3.1,2.1,0,16,,0,NFL,Kenny Britt\BritKe00,1,JAX,2,W 38-20,5767,0,0,0,5,TEN,17,,10.5,4.2,21,0,0
26-172,0,0,0,0.5,3.1,9/28/14,Sun,2.6,2.1,0,4,@,0,NFL,Ryan Broyles\BroyRy00,1,NYJ,1,W 24-17,5768,0,0,0,2,DET,4,,21,10.5,21,0,0
26-324,0,0,0,1,3.1,12/18/16,Sun,2.6,2.1,0,14,,0,NFL,Brice Butler\ButlBr00,1,TAM,1,W 26-20,5769,0,0,0,1,DAL,15,,21,21,21,0,0
24-295,0,0,0,0.667,4.1,11/20/14,Thu,3.1,2.1,0,11,,0,NFL,Brice Butler\ButlBr00,1,KAN,2,W 24-20,5770,0,0,0,3,OAK,12,,10.5,7,21,0,0
24-207,0,0,0,1,3.1,11/15/15,Sun,2.6,2.1,0,9,,0,NFL,Jeremy Butler\ButlJe01,1,JAX,1,L 20-22,5771,0,0,0,1,BAL,10,,21,21,21,0,0
21-283,0,0,0,1,5.1,12/15/16,Thu,3.6,2.1,0,14,@,0,NFL,Pharoh Cooper\CoopPh00,1,SEA,3,L 3-24,5772,0,0,0,3,LAR,15,,7,7,21,0,0
30-197,0,0,0,0.667,4.1,12/30/12,Sun,3.1,2.1,0,16,,0,NFL,Jerricho Cotchery\CotcJe00,1,CLE,2,W 24-10,5773,0,0,0,3,PIT,17,,10.5,7,21,0,0
32-125,0,0,0,0.375,5.1,10/19/14,Sun,3.6,2.1,0,7,@,0,NFL,Jerricho Cotchery\CotcJe00,1,GNB,3,L 17-38,5774,0,0,0,8,CAR,7,,7,2.63,21,0,0
33-124,0,0,0,0.5,4.1,10/18/15,Sun,3.1,2.1,0,5,@,0,NFL,Jerricho Cotchery\CotcJe00,1,SEA,2,W 27-23,5775,0,0,0,4,CAR,6,,10.5,5.25,21,0,0
29-085,0,0,0,0.571,6.1,12/8/16,Thu,4.1,2.1,0,13,@,0,NFL,Michael Crabtree\CrabMi00,1,KAN,4,L 13-21,5776,0,0,0,7,OAK,14,,5.25,3,21,0,0
23-107,0,0,0,0.667,4.1,10/2/16,Sun,3.1,2.1,0,4,,0,NFL,Jamison Crowder\CrowJa00,1,CLE,2,W 31-20,5777,0,0,0,3,WAS,4,,10.5,7,21,0,0
26-042,0,0,0,0.6,5.1,12/23/12,Sun,3.6,2.1,0,15,@,0,NFL,Victor Cruz\CruzVi00,1,BAL,3,L 14-33,5778,0,0,0,5,NYG,16,,7,4.2,21,0,0
27-281,0,0,0,0.5,4.1,12/21/14,Sun,3.1,2.1,0,15,,0,NFL,Eric Decker\DeckEr00,1,NWE,2,L 16-17,5779,0,0,0,4,NYJ,16,,10.5,5.25,21,0,0
22-152,0,0,0,0.25,3.1,12/22/13,Sun,2.6,2.1,0,15,@,0,NFL,Aaron Dobson\DobsAa00,1,BAL,1,W 41-7,5780,0,0,0,4,NWE,16,,21,5.25,21,0,0
31-361,0,0,0,0.4,4.1,9/11/16,Sun,3.1,2.1,0,1,,0,NFL,Harry Douglas\DougHa00,1,MIN,2,L 16-25,5781,0,0,0,5,TEN,1,,10.5,4.2,21,0,0
31-049,0,0,0,0.8,6.1,10/19/14,Sun,4.1,2.1,0,6,@,0,NFL,Larry Fitzgerald\FitzLa00,1,OAK,4,W 24-13,5782,0,0,0,5,ARI,7,,5.25,4.2,21,0,0
26-359,0,0,0,0.4,4.1,11/20/16,Sun,3.1,2.1,0,10,@,0,NFL,Michael Floyd\FloyMi00,1,MIN,2,L 24-30,5783,0,0,0,5,ARI,11,,10.5,4.2,21,0,0
24-144,0,0,0,1,4.1,11/1/15,Sun,3.1,2.1,0,7,,0,NFL,Bennie Fowler\FowlBe00,1,GNB,2,W 29-10,5784,0,0,0,2,DEN,8,,10.5,10.5,21,0,0
24-157,0,0,0,1,3.1,11/27/14,Thu,2.6,2.1,0,12,,0,NFL,Corey Fuller\FullCo00,1,CHI,1,W 34-17,5785,0,0,0,1,DET,13,,21,21,21,0,0
24-002,0,0,0,0.5,3.1,12/8/13,Sun,2.6,2.1,0,13,@,0,NFL,Chris Givens\GiveCh00,1,ARI,1,L 10-30,5786,0,0,0,2,STL,14,,21,10.5,21,0,0
22-190,0,0,0,0.333,4.1,10/20/13,Sun,3.1,2.1,0,7,@,0,NFL,Josh Gordon\GordJo02,1,GNB,2,L 13-31,5787,0,0,0,6,CLE,7,,10.5,3.5,21,0,0
24-068,0,0,0,0.4,4.1,10/3/13,Thu,3.1,2.1,0,5,@,0,NFL,T.J. Graham\GrahT.00,1,CLE,2,L 24-37,5788,0,0,0,5,BUF,5,,10.5,4.2,21,0,0
26-035,0,0,0,0.5,3.1,12/18/16,Sun,2.6,2.1,0,14,@,0,NFL,Cobi Hamilton\HamiCo00,1,CIN,1,W 24-20,5789,0,0,0,2,PIT,15,,21,10.5,21,0,0
25-138,0,0,0,0.429,5.1,9/22/13,Sun,3.6,2.1,0,3,,0,NFL,Leonard Hankerson\HankLe00,1,DET,3,L 20-27,5790,0,0,0,7,WAS,3,,7,3,21,0,0
23-318,0,0,0,0.5,4.1,11/1/15,Sun,3.1,2.1,0,8,,0,NFL,Justin Hardy\HardJu00,1,TAM,2,L 20-23,5791,0,0,0,4,ATL,8,,10.5,5.25,21,0,0
23-346,0,0,0,1,4.1,11/29/15,Sun,3.1,2.1,0,11,,0,NFL,Justin Hardy\HardJu00,1,MIN,2,L 10-20,5792,0,0,0,2,ATL,12,,10.5,10.5,21,0,0
29-229,0,0,0,0.667,4.1,10/25/15,Sun,3.1,2.1,0,7,@,0,NFL,Andrew Hawkins\HawkAn00,1,STL,2,L 6-24,5793,0,0,0,3,CLE,7,,10.5,7,21,0,0
